"","gene_id","gene_name","gene_type","chr","X1kb_up_tss_start","strand","number_of_dbp","tpm_homo_sapiens_cytosolic_fraction","tpm_homo_sapiens_hepg2","tpm_homo_sapiens_insoluble_cytoplasmic_fraction","tpm_homo_sapiens_membrane_fraction","tpm_homo_sapiens_nuclear_fraction"
"16403","ENSG00000196171.3","OR6K2","protein_coding","chr1",158699653,"-",0,0,0,0,0,0
"16404","ENSG00000196172.9","ZNF681","protein_coding","chr19",23757892,"-",2,0.006894,0.218594,0.0839945,0.0580345,0.2949565
"16405","ENSG00000196177.12","ACADSB","protein_coding","chr10",123007979,"+",332,0.3470325,43.8312935,110.7975735,5.34278,22.7487555
"16406","ENSG00000196182.10","STK40","protein_coding","chr1",36384897,"-",281,2.2528545,15.529603,24.600295,23.495283,8.7794305
"16407","ENSG00000196184.10","OR10J1","protein_coding","chr1",159436845,"+",0,0.006994,0.2306325,0.127924,0.0686875,0.35907
"16408","ENSG00000196187.12","TMEM63A","protein_coding","chr1",225881381,"-",299,1.076096,15.0484385,4.914692,3.7348755,23.706428
"16409","ENSG00000196188.11","CTSE","protein_coding","chr1",206022896,"-",4,0.0071195,0.3120275,0.5093885,0.099087,0.414384
"16410","ENSG00000196189.13","SEMA4A","protein_coding","chr1",156146366,"+",138,0.005207,0.037906,0.0435555,0.012441,0.032215
"16411","ENSG00000196196.3","HRCT1","protein_coding","chr9",35905202,"+",128,0.0123275,0.0429215,0.052,0.054017,0.168816
"16412","ENSG00000196199.14","MPHOSPH8","protein_coding","chr13",19632659,"+",253,0.3480215,12.9222105,20.6357635,3.1278855,12.676543
"16413","ENSG00000196208.14","GREB1","protein_coding","chr2",11481341,"+",261,2.980134,30.103383,42.4707445,20.0733585,63.0381135
"16414","ENSG00000196209.13","SIRPB2","protein_coding","chr20",1490588,"-",5,0.0124555,0.1108005,0.006623,0.07673,0.2739245
"16415","ENSG00000196214.11","ZNF766","protein_coding","chr19",52268587,"+",258,1.33521,7.8171745,10.514336,2.909101,12.289254
"16416","ENSG00000196218.12","RYR1","protein_coding","chr19",38432699,"+",4,0,0.001964,0,0.009251,0
"16417","ENSG00000196220.16","SRGAP3","protein_coding","chr3",9362054,"-",347,0.1376845,1.7979625,1.248334,0.852348,3.0832505
"16418","ENSG00000196224.7","KRTAP5-3","protein_coding","chr11",1607464,"-",0,0,0,0,0,0
"16419","ENSG00000196227.11","FAM217B","protein_coding","chr20",59932764,"+",153,0.2287995,7.73748,13.233369,2.365683,10.461719
"16420","ENSG00000196228.3","SULT1C3","protein_coding","chr2",108246195,"+",0,0,0.0139895,0.019598,0,0.054255
"16421","ENSG00000196230.13","TUBB","protein_coding","chr6",30719352,"+",0,14.866933,394.700406,881.4423255,158.8393755,133.736909
"16422","ENSG00000196233.13","LCOR","protein_coding","chr10",96831282,"+",233,1.902462,11.7515425,29.0162165,3.6940545,18.0189875
"16423","ENSG00000196235.14","SUPT5H","protein_coding","chr19",39435156,"+",323,0.926758,16.9214485,14.9808875,5.782594,13.3583665
"16424","ENSG00000196236.13","XPNPEP3","protein_coding","chr22",40856077,"+",331,0.3627075,6.5498415,11.4013095,3.440992,6.5678625
"16425","ENSG00000196240.4","OR2T2","protein_coding","chr1",248444512,"+",0,0,0,0,0,0
"16426","ENSG00000196242.10","OR2C3","protein_coding","chr1",247535441,"-",0,0.000179,0.002637,0,0,0.0219105
"16427","ENSG00000196243.5","LINC00615","lncRNA","chr12",90917023,"+",0,0,0.024341,0,0,0.014968
"16428","ENSG00000196247.11","ZNF107","protein_coding","chr7",64665083,"+",213,0.034386,3.286487,7.293543,0.712212,5.3683
"16429","ENSG00000196248.5","OR10S1","protein_coding","chr11",123976782,"-",0,0,0,0,0,0
"16430","ENSG00000196260.5","SFTA2","protein_coding","chr6",30954637,"-",0,0,0,0,0,0
"16431","ENSG00000196262.14","PPIA","protein_coding","chr7",44795680,"+",339,37.2361205,963.6337935,2203.395396,246.656481,262.432871
"16432","ENSG00000196263.8","ZNF471","protein_coding","chr19",56506850,"+",5,0.0099795,1.5235575,0.409822,0.0688065,4.8592755
"16433","ENSG00000196267.12","ZNF836","protein_coding","chr19",52170644,"-",150,0.017319,2.826156,4.2600305,1.0308555,3.2552085
"16434","ENSG00000196268.11","ZNF493","protein_coding","chr19",21396119,"+",179,0.2071255,8.1408385,3.900327,0.77399,23.3927165
"16435","ENSG00000196273.8","LINC00523","lncRNA","chr14",100656250,"+",47,0.0139965,0.007662,0.020055,0.0246195,0.0997165
"16436","ENSG00000196275.14","GTF2IRD2","protein_coding","chr7",74850552,"-",0,1.350692,9.011502,5.6863845,7.076675,10.1214315
"16437","ENSG00000196277.16","GRM7","protein_coding","chr3",6769001,"+",0,0.0014495,0.084194,0.014102,0.030133,0.194928
"16438","ENSG00000196284.16","SUPT3H","protein_coding","chr6",45376954,"-",357,0.649595,5.9970105,8.5106945,2.2689365,10.5049215
"16439","ENSG00000196289.7","BECN2","protein_coding","chr1",241956767,"+",8,0.0023175,0.005843,0,0,0
"16440","ENSG00000196290.15","NIF3L1","protein_coding","chr2",200888327,"+",321,0.967749,30.5026045,68.482666,9.9097215,13.3767495
"16441","ENSG00000196295.12","GARS-DT","lncRNA","chr7",30594287,"-",345,2.8821215,15.724472,7.0084445,5.150194,40.011203
"16442","ENSG00000196296.13","ATP2A1","protein_coding","chr16",28877405,"+",25,0.6783365,2.133268,0.690271,1.185855,2.99283
"16443","ENSG00000196305.17","IARS","protein_coding","chr9",92292757,"-",348,4.335033,89.348862,183.025777,20.7290305,80.88176
"16444","ENSG00000196312.14","MFSD14C","protein_coding","chr9",97012709,"-",227,0.854728,9.2576005,6.231749,4.354162,17.2641345
"16445","ENSG00000196313.11","POM121","protein_coding","chr7",72878365,"+",295,0.622212,4.0917575,8.6444675,3.1865415,6.52883
"16446","ENSG00000196323.14","ZBTB44","protein_coding","chr11",130313918,"-",251,6.5408935,10.978405,15.643257,22.923172,6.280201
"16447","ENSG00000196329.11","GIMAP5","protein_coding","chr7",150721253,"+",0,0,0,0,0,0
"16448","ENSG00000196335.13","STK31","protein_coding","chr7",23709203,"+",13,0,0.376543,0.188788,0.001423,1.5195295
"16449","ENSG00000196337.11","CGB7","protein_coding","chr19",49057861,"-",60,0,0.01998,0,0.0388465,0.025229
"16450","ENSG00000196338.12","NLGN3","protein_coding","chrX",71143831,"+",6,0.001836,0.0198225,0.017963,0.0045245,0.0178175
"16451","ENSG00000196341.3","OR8D1","protein_coding","chr11",124314100,"-",0,0.0009405,0.041314,0.0280215,0.0103825,0.1081545
"16452","ENSG00000196344.11","ADH7","protein_coding","chr4",99434738,"-",0,0.0231675,1.036018,0,0,1.9731695
"16453","ENSG00000196345.13","ZKSCAN7","protein_coding","chr3",44554193,"+",0,0.1453105,2.448221,2.412102,0.6927845,3.84427
"16454","ENSG00000196350.9","ZNF729","protein_coding","chr19",22285441,"+",0,0,0.0035985,0,0.0013585,0.007935
"16455","ENSG00000196352.15","CD55","protein_coding","chr1",207320376,"+",273,0.0605655,3.405548,2.1337075,0.522377,4.8948745
"16456","ENSG00000196353.11","CPNE4","protein_coding","chr3",132284411,"-",38,0,0.0153305,0,0.030185,0.061117
"16457","ENSG00000196357.11","ZNF565","protein_coding","chr19",36245258,"-",7,0.167004,2.1656505,3.2659905,1.08024,1.601772
"16458","ENSG00000196358.11","NTNG2","protein_coding","chr9",132160676,"+",20,0.000551,0.0549315,0.0358345,0.019979,0.084045
"16459","ENSG00000196361.10","ELAVL3","protein_coding","chr19",11480047,"-",176,0.0015155,0.002989,0,0,0.025616
"16460","ENSG00000196363.9","WDR5","protein_coding","chr9",134134365,"+",284,3.172324,16.442996,21.292134,19.555075,11.375491
"16461","ENSG00000196365.12","LONP1","protein_coding","chr19",5719573,"-",323,2.046838,36.091168,30.6941755,10.406765,25.3848485
"16462","ENSG00000196366.3","C9orf163","lncRNA","chr9",136482495,"+",283,0.0639745,0.328652,0.264343,0.32461,0.5943655
"16463","ENSG00000196367.13","TRRAP","protein_coding","chr7",98876933,"+",292,0.3683425,5.395475,12.5132935,2.9910425,11.02331
"16464","ENSG00000196368.5","NUDT11","protein_coding","chrX",51495593,"-",1,0,0.004218,0,0,0
"16465","ENSG00000196369.11","SRGAP2B","protein_coding","chr1",145094529,"-",10,1.2125715,7.0816275,17.371374,8.56915,10.8123305
"16466","ENSG00000196371.3","FUT4","protein_coding","chr11",94542840,"+",213,0.0045555,0.465371,0.3940235,0.1362045,0.387381
"16467","ENSG00000196372.13","ASB13","protein_coding","chr10",5665596,"-",266,0.1905245,6.3117065,10.928139,3.9682725,2.3382595
"16468","ENSG00000196376.11","SLC35F1","protein_coding","chr6",117906264,"+",180,0.018821,0.0910335,0.074997,0.033673,0.1927705
"16469","ENSG00000196378.11","ZNF34","protein_coding","chr8",144786346,"-",315,0.0606025,1.6933545,2.507127,0.792648,1.2793535
"16470","ENSG00000196381.11","ZNF781","protein_coding","chr19",37691316,"-",278,0.1088505,3.293754,7.2798925,2.1453775,3.9177065
"16471","ENSG00000196387.9","ZNF140","protein_coding","chr12",133078838,"+",317,0.4375975,6.946986,13.8334895,3.7281425,7.979395
"16472","ENSG00000196388.8","INCA1","protein_coding","chr17",4996611,"-",316,0.03496,0.98366,0.947519,0.450478,1.068654
"16473","ENSG00000196391.11","ZNF774","protein_coding","chr15",90351284,"+",177,0.069112,1.002107,1.008221,0.436807,1.5588935
"16474","ENSG00000196396.10","PTPN1","protein_coding","chr20",50509321,"+",334,0.227555,17.0957325,23.040941,4.9638885,8.876382
"16475","ENSG00000196405.13","EVL","protein_coding","chr14",99970449,"+",228,1.425705,7.0463175,6.141569,10.901476,9.6485105
"16476","ENSG00000196406.4","SPANXD","protein_coding","chrX",141697740,"-",0,0,0,0,0,0
"16477","ENSG00000196407.12","THEM5","protein_coding","chr1",151852713,"-",1,0,0.0357925,0.1272305,0.012149,0.0936205
"16478","ENSG00000196408.11","NOXO1","protein_coding","chr16",1983193,"-",322,0.050642,0.6901655,0.330384,0.207198,1.275357
"16479","ENSG00000196411.10","EPHB4","protein_coding","chr7",100826524,"-",291,10.227201,34.3991345,29.4750575,40.0707065,21.8985385
"16480","ENSG00000196415.10","PRTN3","protein_coding","chr19",839999,"+",0,0,0,0,0,0
"16481","ENSG00000196417.13","ZNF765","protein_coding","chr19",53388793,"+",1,0.165946,6.8448065,12.2524745,1.522699,5.861913
"16482","ENSG00000196418.12","ZNF124","protein_coding","chr1",247171017,"-",0,38.441089,63.2923535,67.926914,149.207373,28.1003405
"16483","ENSG00000196419.12","XRCC6","protein_coding","chr22",41620119,"+",284,2.205308,225.8579825,505.7734035,28.9067445,75.217595
"16484","ENSG00000196420.7","S100A5","protein_coding","chr1",153540766,"-",2,0,0.059226,0.027481,0.0110135,0.1866425
"16485","ENSG00000196421.8","C20orf204","protein_coding","chr20",64033344,"+",102,12.069486,62.9088525,53.9005795,55.931133,48.2411125
"16486","ENSG00000196422.11","PPP1R26","protein_coding","chr9",135478079,"+",188,0.2403175,5.7139235,5.0176205,1.78486,5.3928865
"16487","ENSG00000196427.13","NBPF4","protein_coding","chr1",108243082,"-",0,0,0,0,0,0
"16488","ENSG00000196428.12","TSC22D2","protein_coding","chr3",150407335,"+",329,0.0501835,5.837063,9.2678655,1.2139365,12.6102875
"16489","ENSG00000196431.4","CRYBA4","protein_coding","chr22",26620963,"+",0,0,0,0,0,0
"16490","ENSG00000196433.13","ASMT","protein_coding","chrX",1614059,"+",0,0.012399,0.1200005,0.084241,0.0153945,0.2745225
"16491","ENSG00000196436.8","NPIPB15","protein_coding","chr16",74376878,"+",1,0.0151025,1.547175,0.370003,0.310045,2.0571315
"16492","ENSG00000196437.12","ZNF569","protein_coding","chr19",37468276,"-",248,0.0816875,3.248684,5.246566,0.923162,3.295544
"16493","ENSG00000196440.11","ARMCX4","protein_coding","chrX",101417287,"+",0,0.012519,1.1031265,0.22188,0.05759,6.1322785
"16494","ENSG00000196449.4","YRDC","protein_coding","chr1",37807209,"-",295,0.5206045,18.3708105,31.102542,7.2463505,8.738728
"16495","ENSG00000196453.8","ZNF777","protein_coding","chr7",149460063,"-",230,0.113008,2.819895,3.149723,1.589273,1.579744
"16496","ENSG00000196455.8","PIK3R4","protein_coding","chr3",130745830,"-",199,0.1739815,8.604952,13.230662,1.4346765,8.3448085
"16497","ENSG00000196456.13","ZNF775","protein_coding","chr7",150367790,"+",372,0.1277155,2.7288755,3.598671,1.517185,1.4626985
"16498","ENSG00000196458.11","ZNF605","protein_coding","chr12",132955307,"-",296,0.194164,3.873973,6.5177285,1.263753,7.834515
"16499","ENSG00000196459.14","TRAPPC2","protein_coding","chrX",13733636,"-",230,0.201795,6.7837355,5.73078,1.820053,8.5544045
"16500","ENSG00000196460.14","RFX8","protein_coding","chr2",101474113,"-",22,0,0,0.0505515,0,0
"16501","ENSG00000196465.10","MYL6B","protein_coding","chr12",56151256,"+",278,15.806049,25.9874315,37.384714,52.864795,9.7560845
"16502","ENSG00000196466.10","ZNF799","protein_coding","chr19",12400272,"-",312,0.530001,9.1636885,16.693625,2.977726,11.514809
"16503","ENSG00000196468.8","FGF16","protein_coding","chrX",77446389,"+",3,0,0,0,0,0
"16504","ENSG00000196470.12","SIAH1","protein_coding","chr16",48447403,"-",153,0.8367485,21.189422,30.146811,12.4426565,17.4588405
"16505","ENSG00000196475.6","GK2","protein_coding","chr4",79407229,"-",0,0,0,0,0,0
"16506","ENSG00000196476.12","C20orf96","protein_coding","chr20",289779,"-",244,0.0663015,1.571464,3.1062085,0.5911205,3.641238
"16507","ENSG00000196482.17","ESRRG","protein_coding","chr1",217136756,"-",3,0.0232955,0.2195125,0.0841,0.090731,0.465698
"16508","ENSG00000196497.17","IPO4","protein_coding","chr14",24187870,"-",0,4.966523,63.6756105,63.7704665,15.6126425,54.466939
"16509","ENSG00000196498.13","NCOR2","protein_coding","chr12",124566590,"-",235,2.3304625,3.9018615,5.396225,8.3140125,7.35835
"16510","ENSG00000196502.11","SULT1A1","protein_coding","chr16",28622626,"-",109,3.839254,57.0536295,102.6745355,16.5272555,17.4992375
"16511","ENSG00000196503.4","ARL9","protein_coding","chr4",56504209,"+",31,0.0365405,0.4378165,0.146722,0.1064745,0.977861
"16512","ENSG00000196504.16","PRPF40A","protein_coding","chr2",152716998,"-",346,0.9715715,101.630123,174.045977,10.586146,106.770255
"16513","ENSG00000196505.11","GDAP2","protein_coding","chr1",117928622,"-",252,0.7196745,10.434106,21.096373,4.3000545,10.508388
"16514","ENSG00000196507.11","TCEAL3","protein_coding","chrX",103606451,"+",0,0.0013345,0.2322525,0.0995635,0.0420085,0.985712
"16515","ENSG00000196510.12","ANAPC7","protein_coding","chr12",110402731,"-",285,1.7682115,38.37939,52.090762,10.3451875,26.1442095
"16516","ENSG00000196511.14","TPK1","protein_coding","chr7",144835396,"-",276,0.1213685,0.5964715,1.1893625,0.4603875,1.0428115
"16517","ENSG00000196517.11","SLC6A9","protein_coding","chr1",44030468,"-",277,0.2177655,4.6831315,3.89382,2.570176,5.8560675
"16518","ENSG00000196526.10","AFAP1","protein_coding","chr4",7938927,"-",173,0.1709045,2.8258275,2.724535,1.2716785,5.050629
"16519","ENSG00000196531.11","NACA","protein_coding","chr12",56730629,"-",0,46.9369555,577.108557,1168.3844875,453.851193,134.121085
"16520","ENSG00000196535.16","MYO18A","protein_coding","chr17",29179413,"-",280,0.690954,11.511465,9.912978,2.3461375,12.5934135
"16521","ENSG00000196539.3","OR2T3","protein_coding","chr1",248472351,"+",0,0,0,0,0,0
"16522","ENSG00000196542.8","SPTSSB","protein_coding","chr3",161371881,"-",149,0.0255425,0.134878,0.161629,0.429847,0.251012
"16523","ENSG00000196544.8","BORCS6","protein_coding","chr17",8189181,"-",227,0.2299175,4.031587,6.272775,2.1415025,1.4309865
"16524","ENSG00000196547.15","MAN2A2","protein_coding","chr15",90901218,"+",249,1.8369415,12.4730945,6.6907975,5.56276,17.69342
"16525","ENSG00000196549.10","MME","protein_coding","chr3",155023124,"+",0,0.0877795,0.7049065,0.550088,0.223505,1.477211
"16526","ENSG00000196550.10","FAM72A","protein_coding","chr1",206203415,"-",100,0.2164885,5.05419,8.578101,2.416177,3.941805
"16527","ENSG00000196553.15","CCDC196","protein_coding","chr14",66410704,"+",0,0.000631,0.3539485,0.0264155,0.037773,1.1111535
"16528","ENSG00000196557.13","CACNA1H","protein_coding","chr16",1152106,"+",35,0.003531,0.2144425,0.2173165,0.074922,0.534025
"16529","ENSG00000196562.14","SULF2","protein_coding","chr20",47785617,"-",216,0.523273,23.494125,14.2770375,6.3812465,31.4890045
"16530","ENSG00000196565.15","HBG2","protein_coding","chr11",5504606,"-",0,0.0160435,0.115818,0.0681925,0.0333,0.1883095
"16531","ENSG00000196566.2","AL138767.1","lncRNA","chr10",87659004,"-",62,0.131666,1.9134835,0.409275,0.5488475,4.8342175
"16532","ENSG00000196569.12","LAMA2","protein_coding","chr6",128882141,"+",23,0.0121565,0.1479825,0.2962465,0.061479,0.991753
"16533","ENSG00000196570.3","PFN3","protein_coding","chr5",177399662,"-",8,0,0,0,0,0
"16534","ENSG00000196576.15","PLXNB2","protein_coding","chr22",50306647,"-",200,0.4819615,11.149627,9.324896,4.553683,13.953717
"16535","ENSG00000196578.4","OR5AC2","protein_coding","chr3",98086173,"+",0,0,0,0,0,0
"16536","ENSG00000196581.11","AJAP1","protein_coding","chr1",4653609,"+",8,0.0019025,0.001772,0,0.0055815,0.0048555
"16537","ENSG00000196584.3","XRCC2","protein_coding","chr7",152675142,"-",284,0.0648865,7.332253,8.408007,1.4447055,6.790685
"16538","ENSG00000196586.16","MYO6","protein_coding","chr6",75748192,"+",261,0.0605755,4.7195015,8.8925525,0.6398365,8.4751245
"16539","ENSG00000196588.17","MRTFA","protein_coding","chr22",40635720,"-",275,2.404725,5.1030025,7.4785295,4.14755,11.565162
"16540","ENSG00000196589.6","MBD3L2B","protein_coding","chr19",7020451,"-",0,0,0,0,0,0
"16541","ENSG00000196591.12","HDAC2","protein_coding","chr6",114010309,"-",0,0.930537,65.471106,138.372712,12.0173675,39.736671
"16542","ENSG00000196597.13","ZNF782","protein_coding","chr9",96874624,"-",263,0.0761065,2.868837,2.815286,0.9363075,4.409171
"16543","ENSG00000196600.12","SLC22A25","protein_coding","chr11",63228653,"-",47,0.0112225,0.4220755,0.238065,0.045017,1.143131
"16544","ENSG00000196604.13","POTEF","protein_coding","chr2",130128223,"-",159,0.130257,3.005223,1.38213,0.7646825,7.869196
"16545","ENSG00000196605.7","ZNF846","protein_coding","chr19",9792181,"-",88,0.272525,4.1262945,3.674655,0.969426,4.5756735
"16546","ENSG00000196611.5","MMP1","protein_coding","chr11",102797161,"-",0,0,0.0584195,0.0437645,0.0091925,0.0251825
"16547","ENSG00000196616.14","ADH1B","protein_coding","chr4",99351761,"-",1,0.012371,0.3812315,0.69919,0.092027,0.5417205
"16548","ENSG00000196620.10","UGT2B15","protein_coding","chr4",68669653,"-",1,0,0.0552775,0.018996,0.009076,0.078549
"16549","ENSG00000196628.18","TCF4","protein_coding","chr18",55663788,"-",0,0.1057855,3.2475825,1.3570835,0.814036,9.860188
"16550","ENSG00000196632.10","WNK3","protein_coding","chrX",54357643,"-",29,0.0100645,0.312148,0.7214535,0.080748,0.308183
"16551","ENSG00000196634.3","LUADT1","lncRNA","chr6",147157925,"+",0,0.2367375,3.8176035,1.088952,0.7685475,12.1635495
"16552","ENSG00000196636.7","SDHAF3","protein_coding","chr7",97115590,"+",307,0.798592,24.7717815,47.8763745,8.5762215,11.498439
"16553","ENSG00000196639.6","HRH1","protein_coding","chr3",11136093,"+",1,0.004647,0.075525,0.0275425,0.0169575,0.1643975
"16554","ENSG00000196642.19","RABL6","protein_coding","chr9",136806943,"+",273,3.006811,36.0356225,42.4533015,30.588023,20.952731
"16555","ENSG00000196646.12","ZNF136","protein_coding","chr19",12162064,"+",225,0.08358,5.222292,11.2479295,1.3096485,4.693797
"16556","ENSG00000196652.11","ZKSCAN5","protein_coding","chr7",99503651,"+",262,0.1208455,4.769635,8.9412505,1.716108,2.9178115
"16557","ENSG00000196653.12","ZNF502","protein_coding","chr3",44711643,"+",0,0,0.0020225,0,0,0
"16558","ENSG00000196655.12","TRAPPC4","protein_coding","chr11",119017763,"+",0,3.7787135,49.4176395,94.379311,14.1021085,32.832793
"16559","ENSG00000196659.10","TTC30B","protein_coding","chr2",177551797,"-",269,0.028955,2.436704,3.925753,0.43275,3.549073
"16560","ENSG00000196660.10","SLC30A10","protein_coding","chr1",219957648,"-",1,0.31316,16.5279945,12.399581,2.9380255,16.2322115
"16561","ENSG00000196663.16","TECPR2","protein_coding","chr14",102361941,"+",264,0.1756935,3.190348,8.613266,1.3414185,3.360873
"16562","ENSG00000196664.5","TLR7","protein_coding","chrX",12866072,"+",0,0.0274235,0.1476625,0.1565615,0.0370535,0.1863765
"16563","ENSG00000196666.5","FAM180B","protein_coding","chr11",47585693,"+",0,0.025603,0.2595895,0.1828665,0.1179175,0.364555
"16564","ENSG00000196668.4","LINC00173","lncRNA","chr12",116532422,"+",7,0.0891475,1.133711,0.478425,0.4666825,2.8623055
"16565","ENSG00000196670.13","ZFP62","protein_coding","chr5",180860286,"-",298,0.219753,7.4329905,11.229132,2.0641815,6.4965225
